State_Name,District,Sub_District,Financial_Year,Month,Indicator_Code,Indicator_Name,Code,Section,Public,Private,Rural,Urban
Odisha,Koraput,Kotpad,2021-2022,January  ,7.1.1,New RTI/STI cases identified - Male,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,7.1.2,New RTI/STI cases identified - Female,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,3,0,0,3
Odisha,Koraput,Kotpad,2021-2022,January  ,7.2.1,RTI/STI for which treatment initiated - Male,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,7.2.2,RTI/STI for which treatment initiated -Female,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,3,0,0,3
Odisha,Koraput,Kotpad,2021-2022,January  ,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),M8 ,Family Planning,13,0,11,2
Odisha,Koraput,Kotpad,2021-2022,January  ,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,M8 ,Family Planning,97,0,15,82
Odisha,Koraput,Kotpad,2021-2022,January  ,8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,8.6,Number of IUCD Removals,M8 ,Family Planning,4,0,4,0
Odisha,Koraput,Kotpad,2021-2022,January  ,8.7,Number of complications following IUCD Insertion,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,8.8,Injectable Contraceptive-Antara Program- First Dose,M8 ,Family Planning,9,0,0,9
Odisha,Koraput,Kotpad,2021-2022,January  ,8.9,Injectable Contraceptive-Antara Program- Second Dose,M8 ,Family Planning,2,0,0,2
Odisha,Koraput,Kotpad,2021-2022,January  ,8.12,Number of Combined Oral Pill cycles distributed,M8 ,Family Planning,226,0,219,7
Odisha,Koraput,Kotpad,2021-2022,January  ,8.13,Number of Condom pieces distributed,M8 ,Family Planning,717,0,675,42
Odisha,Koraput,Kotpad,2021-2022,January  ,8.14,Number of Centchroman (weekly) pill strips distributed,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,8.15,Number of Emergency Contraceptive Pills (ECP) given,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,8.16,Number of Pregnancy Test Kits (PTK) used,M8 ,Family Planning,178,0,169,9
Odisha,Koraput,Kotpad,2021-2022,January  ,8.17.1,Complications following male sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,8.17.2,Complications following female sterilization,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.1,Child immunisation - Vitamin K (Birth Dose),M9 ,CHILD IMMUNISATION,165,0,37,128
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.2,Child immunisation - BCG,M9 ,CHILD IMMUNISATION,160,0,37,123
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.6,Child immunisation - Pentavalent 1,M9 ,CHILD IMMUNISATION,220,0,191,29
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.7,Child immunisation - Pentavalent 2,M9 ,CHILD IMMUNISATION,180,0,148,32
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.8,Child immunisation - Pentavalent 3,M9 ,CHILD IMMUNISATION,174,0,150,24
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.9,Child immunisation - OPV 0 (Birth Dose),M9 ,CHILD IMMUNISATION,160,0,37,123
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.10,Child immunisation - OPV1,M9 ,CHILD IMMUNISATION,220,0,191,29
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.11,Child immunisation - OPV2,M9 ,CHILD IMMUNISATION,180,0,148,32
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.12,Child immunisation - OPV3,M9 ,CHILD IMMUNISATION,174,0,150,24
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),M9 ,CHILD IMMUNISATION,154,0,37,117
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.17,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),M9 ,CHILD IMMUNISATION,220,0,191,29
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.18,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),M9 ,CHILD IMMUNISATION,174,0,150,24
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.19,Child immunisation - Rotavirus 1,M9 ,CHILD IMMUNISATION,220,0,191,29
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.20,Child immunisation - Rotavirus 2,M9 ,CHILD IMMUNISATION,180,0,148,32
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.21,Child immunisation - Rotavirus 3,M9 ,CHILD IMMUNISATION,174,0,150,24
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.22,Child Immunisation- PCV 1,M9 ,CHILD IMMUNISATION,220,0,191,29
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.23,Child Immunisation- PCV 2,M9 ,CHILD IMMUNISATION,174,0,150,24
Odisha,Koraput,Kotpad,2021-2022,January  ,9.1.24,Child Immunisation- PCV Booster,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,M9 ,CHILD IMMUNISATION,230,0,207,23
Odisha,Koraput,Kotpad,2021-2022,January  ,9.2.2,Child immunisation (9-11months) - Measles 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.2.3,Child immunisation (9-11months) - JE 1st dose,M9 ,CHILD IMMUNISATION,230,0,207,23
Odisha,Koraput,Kotpad,2021-2022,January  ,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,M9 ,CHILD IMMUNISATION,118,0,109,9
Odisha,Koraput,Kotpad,2021-2022,January  ,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,M9 ,CHILD IMMUNISATION,112,0,98,14
Odisha,Koraput,Kotpad,2021-2022,January  ,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),M9 ,CHILD IMMUNISATION,194,0,164,30
Odisha,Koraput,Kotpad,2021-2022,January  ,9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.4.3,Child immunisation - DPT 1st Booster,M9 ,CHILD IMMUNISATION,194,0,164,30
Odisha,Koraput,Kotpad,2021-2022,January  ,9.4.4,Child immunisation - OPV Booster,M9 ,CHILD IMMUNISATION,194,0,164,30
Odisha,Koraput,Kotpad,2021-2022,January  ,9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,M9 ,CHILD IMMUNISATION,194,0,164,30
Odisha,Koraput,Kotpad,2021-2022,January  ,9.5.1,Child immunisation - Typhoid,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.5.2,Children more than 5 years received DPT5 (2nd Booster),M9 ,CHILD IMMUNISATION,213,0,189,24
Odisha,Koraput,Kotpad,2021-2022,January  ,9.5.3,Children more than 10 years received TT10/ Td10,M9 ,CHILD IMMUNISATION,179,0,159,20
Odisha,Koraput,Kotpad,2021-2022,January  ,9.5.4,Children more than 16 years received TT16/ Td16,M9 ,CHILD IMMUNISATION,197,0,175,22
Odisha,Koraput,Kotpad,2021-2022,January  ,9.6.1,Number of cases of AEFI - Abscess,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.6.2,Number of cases of AEFI - Death,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.6.3,Number of cases of AEFI - Others,M9 ,CHILD IMMUNISATION,10,0,10,0
Odisha,Koraput,Kotpad,2021-2022,January  ,9.7.1,Immunisation sessions planned,M9 ,CHILD IMMUNISATION,108,0,95,13
Odisha,Koraput,Kotpad,2021-2022,January  ,9.7.2,Immunisation sessions held,M9 ,CHILD IMMUNISATION,108,0,95,13
Odisha,Koraput,Kotpad,2021-2022,January  ,9.7.3,Number of Immunisation sessions where ASHAs were present,M9 ,CHILD IMMUNISATION,108,0,95,13
Odisha,Koraput,Kotpad,2021-2022,January  ,9.8.1,Child immunisation - Vitamin A Dose - 1,M9 ,CHILD IMMUNISATION,230,0,207,23
Odisha,Koraput,Kotpad,2021-2022,January  ,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),M9 ,CHILD IMMUNISATION,7059,0,6088,971
Odisha,Koraput,Kotpad,2021-2022,January  ,9.11,Number of severely underweight children provided Health Checkup (0-5 years),M9 ,CHILD IMMUNISATION,3,0,3,0
Odisha,Koraput,Kotpad,2021-2022,January  ,10.11,Childhood Diseases - Diarrhoea,M10 ,Number of cases of Childhood Diseases (0-5 years),41,0,37,4
Odisha,Koraput,Kotpad,2021-2022,January  ,11.1.2.a,RDT conducted for Malaria,M11 ,NVBDCP,1228,0,1061,167
Odisha,Koraput,Kotpad,2021-2022,January  ,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,12.1.1.a,Girls registered in AFHC,M12 ,Adolescent Health,44,0,4,40
Odisha,Koraput,Kotpad,2021-2022,January  ,12.1.1.b,Boys registered in AFHC,M12 ,Adolescent Health,28,0,4,24
Odisha,Koraput,Kotpad,2021-2022,January  ,12.1.2.a,"Out of registered, Girls received clinical services",M12 ,Adolescent Health,44,0,4,40
Odisha,Koraput,Kotpad,2021-2022,January  ,12.1.2.b,"Out of registered, Boys received clinical services",M12 ,Adolescent Health,28,0,4,24
Odisha,Koraput,Kotpad,2021-2022,January  ,12.1.3.a,"Out of registered, Girls received counselling",M12 ,Adolescent Health,44,0,4,40
Odisha,Koraput,Kotpad,2021-2022,January  ,12.1.3.b,"Out of registered, Boys received counselling",M12 ,Adolescent Health,28,0,4,24
Odisha,Koraput,Kotpad,2021-2022,January  ,13.1,Number of on-going DOTS patients registered,M13 ,"Directly Observed Treatment, Short-course (DOTS)",10,0,0,10
Odisha,Koraput,Kotpad,2021-2022,January  ,13.2,Number of DOTS cases completed successfully,M13 ,"Directly Observed Treatment, Short-course (DOTS)",10,0,0,10
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.1,Outpatient - Diabetes,M14 ,Patient Services,39,0,23,16
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.2,Outpatient - Hypertension,M14 ,Patient Services,149,0,91,58
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.3,Outpatient - Stroke (Paralysis),M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.4,Outpatient - Acute Heart Diseases,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.5,Outpatient - Mental illness,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.6,Outpatient - Epilepsy,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.7,Outpatient - Ophthalmic Related,M14 ,Patient Services,75,0,23,52
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.8,Outpatient - Dental,M14 ,Patient Services,27,0,25,2
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1.9,Outpatient - Oncology,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.2.1,Allopathic- Outpatient attendance,M14 ,Patient Services,7950,0,5351,2599
Odisha,Koraput,Kotpad,2021-2022,January  ,14.2.2,Ayush - Outpatient attendance,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.3.1.a,Inpatient (Male) - Children < 18 years,M14 ,Patient Services,75,0,0,75
Odisha,Koraput,Kotpad,2021-2022,January  ,14.3.1.b,Inpatient (Male)- Adults,M14 ,Patient Services,143,0,0,143
Odisha,Koraput,Kotpad,2021-2022,January  ,14.3.2.a,Inpatient (Female) - Children < 18 years,M14 ,Patient Services,61,0,0,61
Odisha,Koraput,Kotpad,2021-2022,January  ,14.3.2.b,Inpatient (Female)- Adults,M14 ,Patient Services,288,0,38,250
Odisha,Koraput,Kotpad,2021-2022,January  ,14.3.3,Number of Left Against Medical Advice (LAMA) cases,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",M14 ,Patient Services,2,0,0,2
Odisha,Koraput,Kotpad,2021-2022,January  ,14.4.7,Inpatient - Diarrhea with dehydration,M14 ,Patient Services,15,0,0,15
Odisha,Koraput,Kotpad,2021-2022,January  ,14.5,Patients registered at Emergency Department,M14 ,Patient Services,21,0,0,21
Odisha,Koraput,Kotpad,2021-2022,January  ,14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",M14 ,Patient Services,14,0,0,14
Odisha,Koraput,Kotpad,2021-2022,January  ,14.6.2,Emergency - Burn,M14 ,Patient Services,3,0,0,3
Odisha,Koraput,Kotpad,2021-2022,January  ,14.6.3,Emergency - Obstetrics complications,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.6.4,Emergency - Snake Bite,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.6.5,Emergency - Acute Caridiac Emergencies,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.6.7,Emergency - CVA ( Cerebovascular Disease),M14 ,Patient Services,4,0,0,4
Odisha,Koraput,Kotpad,2021-2022,January  ,14.7,Number of deaths occurring at Emergency Department,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.8.4,Operation minor (No or local anaesthesia),M14 ,Patient Services,175,0,20,155
Odisha,Koraput,Kotpad,2021-2022,January  ,14.9.1,Inpatient Deaths - Male,M14 ,Patient Services,1,0,0,1
Odisha,Koraput,Kotpad,2021-2022,January  ,14.9.2,Inpatient Deaths - Female,M14 ,Patient Services,1,0,0,1
Odisha,Koraput,Kotpad,2021-2022,January  ,14.1,In-Patient Head Count at midnight,M14 ,Patient Services,215,0,13,202
Odisha,Koraput,Kotpad,2021-2022,January  ,14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,M14 ,Patient Services,228,0,205,23
Odisha,Koraput,Kotpad,2021-2022,January  ,15.1,Number of Lab Tests done,M15 ,Laboratory Testing,1163,0,217,946
Odisha,Koraput,Kotpad,2021-2022,January  ,15.2.1,Number of Hb tests conducted,M15 ,Laboratory Testing,1269,0,990,279
Odisha,Koraput,Kotpad,2021-2022,January  ,15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.1.a,Male HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,163,0,0,163
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.1.b,Male HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.2.a,Female Non ANC HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,35,0,0,35
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.2.b,Female Non ANC HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.3.a,Number of pregnant women screened for HIV (by finger prick test),M15 ,Laboratory Testing,401,0,231,170
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.3.b,"Out of the above, number screened positive",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.4.b,Number of Male STI/RTI attendeees found sero Positive for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.4.c,Number of Female(Non ANC)STI/RTI attendees tested for syphilis,M15 ,Laboratory Testing,3,0,0,3
Odisha,Koraput,Kotpad,2021-2022,January  ,15.3.4.d,Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.4.1,Widal tests - Number Tested,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.4.2,Widal tests - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kotpad,2021-2022,January  ,15.5.1,Radiology - X-ray,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.1,Total number of pregnant women registered for ANC,M1 ,Ante Natal Care (ANC),98,0,98,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",M1 ,Ante Natal Care (ANC),94,0,94,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.1,Number of PW given TT1/ Td1,M1 ,Ante Natal Care (ANC),108,0,108,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.2,Number of PW given TT2 / Td2,M1 ,Ante Natal Care (ANC),107,0,107,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.3,Number of PW given TT Booster/ Td Booster,M1 ,Ante Natal Care (ANC),6,0,6,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.4,Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,M1 ,Ante Natal Care (ANC),116,0,116,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.5,Number of PW provided full Course 360 Calcium tablets,M1 ,Ante Natal Care (ANC),117,0,117,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,M1 ,Ante Natal Care (ANC),109,0,109,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.7,Number of PW received 4 or more ANC check ups,M1 ,Ante Natal Care (ANC),99,0,99,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,M1 ,Ante Natal Care (ANC),4,0,4,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.3.1,New cases of PW with hypertension detected,M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.3.2,Number of Eclampsia cases managed during delivery,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),99,0,99,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),86,0,86,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),1,0,1,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.4.4,Number of PW having severe anaemia (Hb < 7) treated,M1 ,Ante Natal Care (ANC),1,0,1,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.5.1,Number of PW tested for Blood Sugar using OGTT(Oral Glucose Tolerance Test),M1 ,Ante Natal Care (ANC),37,0,37,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.5.2,Number of PW tested positive for GDM,M1 ,Ante Natal Care (ANC),3,0,3,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.5.3,Number of PW given insulin out of total tested positive for GDM,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.1.a,Number of PW tested using POC test for Syphilis,M1 ,Ante Natal Care (ANC),85,0,85,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.1.b,"Out of above,number of PW found sero positive for Syphilis",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.2.a,Number of pregnant women tested for Syphilis,M1 ,Ante Natal Care (ANC),51,0,51,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.2.c,Number of syphilis positive pregnanat women treated for Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.2.d,Number of babies daignosed with Congenital Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,1.6.2.e,Number of babies treated for Congenital Syphilis,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.1.2,Number of PW given Tablet Misoprostol during home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.2,Number of Institutional Deliveries conducted (Including C-Sections),M2 ,Deliveries,135,0,135,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,M2 ,Deliveries,120,0,120,0
Odisha,Koraput,Kundura,2021-2022,January  ,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,M2 ,Deliveries,105,0,105,0
Odisha,Koraput,Kundura,2021-2022,January  ,3.1,Total C -Section deliveries performed,M3 ,Number of Caesarean (C-Section) deliveries,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,3.1.1,"C-sections, performed at night (8 PM- 8 AM)",M3 ,Number of Caesarean (C-Section) deliveries,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.1.1.a,Live Birth - Male,M4 ,Pregnancy outcome & details of new-born,67,0,67,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.1.1.b,Live Birth - Female,M4 ,Pregnancy outcome & details of new-born,63,0,63,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.1.2,Number of Pre term newborns (< 37 weeks of pregnancy),M4 ,Pregnancy outcome & details of new-born,9,0,9,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.1.3,Still Birth,M4 ,Pregnancy outcome & details of new-born,7,0,7,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.2,Abortion (spontaneous),M4 ,Pregnancy outcome & details of new-born,2,0,2,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.3.1.a,MTP up to 12 weeks of pregnancy,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.3.1.b,MTP more than 12 weeks of pregnancy,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.3.2.a,Post Abortion/ MTP Complications Identified,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.3.2.b,Post Abortion/ MTP Complications Treated,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.3.3,Number of women provided with post abortion/ MTP contraception,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.4.1,Number of newborns weighed at birth,M4 ,Pregnancy outcome & details of new-born,130,0,130,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.4.2,Number of newborns having weight less than 2.5 kg,M4 ,Pregnancy outcome & details of new-born,26,0,26,0
Odisha,Koraput,Kundura,2021-2022,January  ,4.4.3,Number of Newborns breast fed within 1 hour of birth ,M4 ,Pregnancy outcome & details of new-born,123,0,123,0
Odisha,Koraput,Kundura,2021-2022,January  ,5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",M5 ,Complicated Pregnancies,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,5.2,Number of Complicated pregnancies treated with Blood Transfusion,M5 ,Complicated Pregnancies,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,6.1,Women receiving 1st post partum checkups within 48 hours of home delivery,M6 ,Post Natal Care (PNC),0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,M6 ,Post Natal Care (PNC),96,0,96,0
Odisha,Koraput,Kundura,2021-2022,January  ,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,M6 ,Post Natal Care (PNC),108,0,108,0
Odisha,Koraput,Kundura,2021-2022,January  ,6.4,Number of mothers provided full course of 360 Calcium tablets after delivery,M6 ,Post Natal Care (PNC),101,0,101,0
Odisha,Koraput,Kundura,2021-2022,January  ,7.1.1,New RTI/STI cases identified - Male,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,7.1.2,New RTI/STI cases identified - Female,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,7.2.1,RTI/STI for which treatment initiated - Male,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,7.2.2,RTI/STI for which treatment initiated -Female,M7 ,Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases,0,0,0,0
Odisha,Koraput,Kundura,2021-2022,January  ,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,M8 ,Family Planning,0,0,0,0
